timestamp,open,high,low,close,volume
2025-12-12 00:00:00+00:00,6904.0,6904.0,6900.5,6901.0,2417.0
2025-12-12 00:05:00+00:00,6901.0,6902.5,6899.75,6900.25,1242.0
2025-12-12 00:10:00+00:00,6900.0,6900.75,6898.5,6900.25,1610.0
2025-12-12 00:15:00+00:00,6900.5,6903.0,6899.75,6902.25,1663.0
2025-12-12 00:20:00+00:00,6902.25,6905.0,6902.25,6903.0,1421.0
2025-12-12 00:25:00+00:00,6903.0,6904.0,6901.5,6904.0,1009.0
2025-12-12 00:30:00+00:00,6904.0,6907.75,6904.0,6907.25,1409.0
2025-12-12 00:35:00+00:00,6907.0,6907.25,6904.25,6906.5,1125.0
2025-12-12 00:40:00+00:00,6906.5,6907.25,6903.25,6903.25,1000.0
2025-12-12 00:45:00+00:00,6903.25,6904.75,6902.5,6903.0,987.0
2025-12-12 00:50:00+00:00,6903.0,6905.0,6901.0,6902.25,1285.0
2025-12-12 00:55:00+00:00,6902.25,6903.25,6900.0,6901.0,1221.0
2025-12-12 01:00:00+00:00,6901.0,6904.0,6900.75,6902.5,1368.0
2025-12-12 01:05:00+00:00,6902.75,6903.5,6901.0,6902.75,623.0
2025-12-12 01:10:00+00:00,6902.5,6903.5,6901.5,6902.25,529.0
2025-12-12 01:15:00+00:00,6902.25,6907.0,6902.25,6906.75,2206.0
2025-12-12 01:20:00+00:00,6907.0,6907.0,6904.75,6905.75,698.0
2025-12-12 01:25:00+00:00,6905.75,6907.0,6905.75,6906.75,628.0
2025-12-12 01:30:00+00:00,6906.5,6906.75,6904.5,6905.25,651.0
2025-12-12 01:35:00+00:00,6905.5,6906.25,6904.75,6905.5,355.0
2025-12-12 01:40:00+00:00,6905.5,6906.25,6904.75,6905.0,390.0
2025-12-12 01:45:00+00:00,6905.0,6905.25,6903.75,6904.25,524.0
2025-12-12 01:50:00+00:00,6904.25,6905.0,6903.5,6904.5,431.0
2025-12-12 01:55:00+00:00,6904.5,6907.0,6904.25,6906.5,630.0
2025-12-12 02:00:00+00:00,6906.25,6907.25,6905.75,6906.25,482.0
2025-12-12 02:05:00+00:00,6906.5,6909.75,6906.25,6909.25,1719.0
2025-12-12 02:10:00+00:00,6909.5,6911.25,6908.5,6910.25,1209.0
2025-12-12 02:15:00+00:00,6910.0,6911.0,6909.25,6910.25,800.0
2025-12-12 02:20:00+00:00,6910.0,6911.0,6908.25,6908.75,861.0
2025-12-12 02:25:00+00:00,6909.0,6909.5,6908.0,6908.25,692.0
2025-12-12 02:30:00+00:00,6908.75,6910.25,6908.0,6909.25,663.0
2025-12-12 02:35:00+00:00,6909.5,6911.0,6909.25,6910.75,524.0
2025-12-12 02:40:00+00:00,6910.75,6911.5,6910.25,6911.5,565.0
2025-12-12 02:45:00+00:00,6911.5,6911.75,6908.0,6908.75,1029.0
2025-12-12 02:50:00+00:00,6909.0,6909.5,6908.0,6909.5,376.0
2025-12-12 02:55:00+00:00,6909.25,6910.25,6908.75,6909.75,516.0
2025-12-12 03:00:00+00:00,6909.5,6910.75,6908.25,6909.5,510.0
2025-12-12 03:05:00+00:00,6909.5,6910.0,6908.5,6908.75,267.0
2025-12-12 03:10:00+00:00,6909.0,6909.25,6907.0,6907.75,793.0
2025-12-12 03:15:00+00:00,6907.5,6907.75,6905.5,6906.0,911.0
2025-12-12 03:20:00+00:00,6905.75,6906.5,6904.5,6905.25,813.0
2025-12-12 03:25:00+00:00,6905.25,6906.75,6904.75,6905.75,781.0
2025-12-12 03:30:00+00:00,6905.75,6906.25,6905.25,6906.25,393.0
2025-12-12 03:35:00+00:00,6906.25,6908.75,6906.0,6908.0,851.0
2025-12-12 03:40:00+00:00,6908.0,6908.75,6907.25,6908.75,338.0
2025-12-12 03:45:00+00:00,6908.75,6909.25,6906.5,6907.5,564.0
2025-12-12 03:50:00+00:00,6907.75,6908.0,6906.25,6906.75,333.0
2025-12-12 03:55:00+00:00,6906.5,6907.25,6906.0,6906.5,240.0
2025-12-12 04:00:00+00:00,6906.5,6907.0,6905.75,6905.75,406.0
2025-12-12 04:05:00+00:00,6905.75,6906.25,6905.0,6905.25,420.0
2025-12-12 04:10:00+00:00,6905.5,6905.75,6904.0,6905.0,651.0
2025-12-12 04:15:00+00:00,6905.0,6905.5,6904.0,6904.75,473.0
2025-12-12 04:20:00+00:00,6904.75,6905.0,6903.25,6903.25,848.0
2025-12-12 04:25:00+00:00,6903.5,6904.75,6903.25,6904.25,549.0
2025-12-12 04:30:00+00:00,6904.0,6905.0,6903.75,6904.75,333.0
2025-12-12 04:35:00+00:00,6904.75,6905.0,6904.25,6904.5,245.0
