timestamp,open,high,low,close,volume
2025-12-14 23:00:00+00:00,25474.75,25498.0,25384.5,25408.25,5440.0
2025-12-14 23:15:00+00:00,25408.75,25426.5,25399.25,25424.5,3825.0
2025-12-14 23:30:00+00:00,25424.5,25442.25,25422.0,25436.75,3324.0
2025-12-14 23:45:00+00:00,25436.0,25455.5,25426.0,25449.5,2806.0
2025-12-15 00:00:00+00:00,25449.25,25469.75,25442.5,25462.25,3665.0
2025-12-15 00:15:00+00:00,25463.25,25467.75,25444.25,25462.25,3472.0
2025-12-15 00:30:00+00:00,25462.25,25478.25,25461.75,25474.25,2786.0
2025-12-15 00:45:00+00:00,25474.0,25498.0,25473.0,25490.5,3042.0
2025-12-15 01:00:00+00:00,25489.75,25498.5,25476.75,25489.25,3483.0
2025-12-15 01:15:00+00:00,25489.0,25494.75,25481.5,25493.5,2440.0
2025-12-15 01:30:00+00:00,25493.25,25517.25,25492.5,25506.0,4095.0
2025-12-15 01:45:00+00:00,25506.25,25522.0,25502.5,25519.0,2074.0
2025-12-15 02:00:00+00:00,25519.0,25530.5,25517.25,25524.25,2187.0
2025-12-15 02:15:00+00:00,25524.25,25533.5,25516.0,25529.0,1961.0
2025-12-15 02:30:00+00:00,25530.25,25541.5,25527.75,25530.0,2091.0
2025-12-15 02:45:00+00:00,25529.25,25533.25,25510.75,25519.0,2346.0
2025-12-15 03:00:00+00:00,25519.0,25530.75,25507.25,25514.0,2356.0
2025-12-15 03:15:00+00:00,25515.25,25515.25,25503.0,25506.25,1499.0
2025-12-15 03:30:00+00:00,25506.25,25516.75,25503.25,25504.25,1589.0
2025-12-15 03:45:00+00:00,25503.75,25516.0,25503.75,25512.5,1224.0
2025-12-15 04:00:00+00:00,25513.0,25517.75,25496.25,25496.5,1662.0
2025-12-15 04:15:00+00:00,25496.75,25514.75,25490.25,25509.5,2311.0
2025-12-15 04:30:00+00:00,25509.75,25515.75,25504.25,25515.5,1311.0
2025-12-15 04:45:00+00:00,25515.5,25533.5,25512.75,25526.5,2267.0
2025-12-15 05:00:00+00:00,25526.5,25530.5,25522.0,25525.75,976.0
2025-12-15 05:15:00+00:00,25524.25,25527.5,25511.75,25525.0,1693.0
2025-12-15 05:30:00+00:00,25524.75,25536.5,25520.75,25533.75,1705.0
2025-12-15 05:45:00+00:00,25533.75,25540.5,25527.0,25534.75,1940.0
2025-12-15 06:00:00+00:00,25534.5,25534.5,25506.75,25514.0,2573.0
2025-12-15 06:15:00+00:00,25513.75,25531.5,25513.0,25520.5,2659.0
2025-12-15 06:30:00+00:00,25520.0,25531.5,25510.0,25530.75,2994.0
2025-12-15 06:45:00+00:00,25531.25,25537.5,25525.75,25531.25,1696.0
2025-12-15 07:00:00+00:00,25531.25,25541.25,25509.25,25516.25,3673.0
2025-12-15 07:15:00+00:00,25516.25,25524.0,25498.75,25505.75,2691.0
2025-12-15 07:30:00+00:00,25505.5,25515.5,25495.0,25502.25,2949.0
2025-12-15 07:45:00+00:00,25502.5,25512.0,25493.5,25508.75,2098.0
2025-12-15 08:00:00+00:00,25508.75,25518.75,25486.0,25491.75,4043.0
2025-12-15 08:15:00+00:00,25492.0,25512.25,25486.5,25506.5,2354.0
2025-12-15 08:30:00+00:00,25506.75,25547.75,25503.25,25541.75,3762.0
2025-12-15 08:45:00+00:00,25543.25,25548.75,25536.0,25542.25,2169.0
2025-12-15 09:00:00+00:00,25542.25,25571.5,25531.25,25568.5,3493.0
2025-12-15 09:15:00+00:00,25568.75,25579.5,25555.0,25573.25,2814.0
2025-12-15 09:30:00+00:00,25573.25,25584.5,25571.25,25578.75,2123.0
2025-12-15 09:45:00+00:00,25578.5,25593.25,25578.25,25584.5,2090.0
2025-12-15 10:00:00+00:00,25583.75,25592.25,25576.5,25591.5,1878.0
2025-12-15 10:15:00+00:00,25591.25,25602.0,25588.0,25595.75,2358.0
2025-12-15 10:30:00+00:00,25596.0,25596.5,25583.0,25593.5,2250.0
2025-12-15 10:45:00+00:00,25593.25,25601.75,25590.5,25595.75,1659.0
2025-12-15 11:00:00+00:00,25596.25,25599.5,25587.25,25592.5,1740.0
2025-12-15 11:15:00+00:00,25593.0,25611.5,25590.5,25604.25,2068.0
2025-12-15 11:30:00+00:00,25604.0,25616.5,25604.0,25609.25,1315.0
2025-12-15 11:45:00+00:00,25609.5,25617.75,25607.75,25615.0,2240.0
2025-12-15 12:00:00+00:00,25614.75,25615.0,25584.25,25590.75,3876.0
2025-12-15 12:15:00+00:00,25591.0,25612.25,25586.25,25592.0,3189.0
2025-12-15 12:30:00+00:00,25592.5,25621.0,25590.75,25614.25,3260.0
2025-12-15 12:45:00+00:00,25614.5,25616.25,25608.75,25612.0,2516.0
2025-12-15 13:00:00+00:00,25611.25,25616.25,25608.25,25614.25,3511.0
2025-12-15 13:15:00+00:00,25614.25,25616.75,25595.25,25608.75,4595.0
2025-12-15 13:30:00+00:00,25609.5,25619.0,25606.75,25615.75,3717.0
2025-12-15 13:45:00+00:00,25616.0,25642.5,25616.0,25639.75,5927.0
2025-12-15 14:00:00+00:00,25639.25,25655.25,25635.5,25652.5,6698.0
2025-12-15 14:15:00+00:00,25652.5,25667.0,25631.25,25666.5,11175.0
2025-12-15 14:30:00+00:00,25666.75,25670.0,25541.0,25543.5,61817.0
2025-12-15 14:45:00+00:00,25543.0,25565.5,25468.25,25480.0,54174.0
2025-12-15 15:00:00+00:00,25479.25,25490.25,25414.5,25427.25,56041.0
2025-12-15 15:15:00+00:00,25426.75,25429.25,25286.5,25319.75,61941.0
2025-12-15 15:30:00+00:00,25320.0,25427.75,25307.0,25427.0,46346.0
2025-12-15 15:45:00+00:00,25427.75,25447.0,25369.5,25403.0,33278.0
