convergence_threshold,divergence_threshold,atr_multiplier_stop,atr_multiplier_target,max_hold_bars,sharpe_ratio,total_return,max_drawdown,win_rate,profit_factor,num_trades,consistency_score,success
0.25,0.2,1.5,1.5,30,1.4980477697402088,24.41,2.9730252344580874,67.10526315789474,2.9179883945841394,76,15.64704713189512,True
0.25,0.3,1.5,1.5,30,1.4980477697402088,24.41,2.9730252344580874,67.10526315789474,2.9179883945841394,76,15.64704713189512,True
0.25,0.2,1.5,2.0,40,1.4817061059382515,24.15,2.9692931633835458,67.10526315789474,2.84228313931656,76,15.685417328317113,True
0.25,0.3,1.5,2.0,50,1.4817061059382515,24.15,2.9692931633835458,67.10526315789474,2.84228313931656,76,15.685417328317113,True
0.25,0.3,1.5,2.0,40,1.4817061059382515,24.15,2.9692931633835458,67.10526315789474,2.84228313931656,76,15.685417328317113,True
0.25,0.2,1.5,2.0,50,1.4817061059382515,24.15,2.9692931633835458,67.10526315789474,2.84228313931656,76,15.685417328317113,True
0.25,0.3,1.5,1.5,50,1.474068172508716,24.02,2.9730252344580874,67.10526315789474,2.8325197146075856,76,15.646056217235934,True
0.25,0.3,1.5,1.5,40,1.474068172508716,24.02,2.9730252344580874,67.10526315789474,2.8325197146075856,76,15.646056217235934,True
0.25,0.2,1.5,1.5,50,1.474068172508716,24.02,2.9730252344580874,67.10526315789474,2.8325197146075856,76,15.646056217235934,True
0.25,0.2,1.5,1.5,40,1.474068172508716,24.02,2.9730252344580874,67.10526315789474,2.8325197146075856,76,15.646056217235934,True
0.25,0.2,1.0,1.5,50,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.3,1.0,1.5,40,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.3,1.0,1.5,50,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.3,1.0,2.0,30,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.3,1.0,2.0,40,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.3,1.0,2.0,50,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.2,1.0,2.0,50,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.2,1.0,2.0,40,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.2,1.0,2.0,30,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.2,1.0,1.5,40,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.2,1.0,1.5,30,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.25,0.3,1.0,1.5,30,1.446358413807622,23.65,3.5304883922550814,57.30337078651685,2.7384559884559883,89,15.3230215944287,True
0.3,0.3,1.5,2.0,30,1.1865303232457056,17.37,2.9837386244964943,61.53846153846154,2.768304914744233,52,16.097605935759248,True
0.3,0.2,1.5,2.0,30,1.1865303232457056,17.37,2.9837386244964943,61.53846153846154,2.768304914744233,52,16.097605935759248,True
0.3,0.2,1.5,1.5,30,1.1780760365886542,17.24,3.113033964891342,61.53846153846154,2.7552657973921764,52,16.041399277975206,True
0.3,0.3,1.5,1.5,30,1.1780760365886542,17.24,3.113033964891342,61.53846153846154,2.7552657973921764,52,16.041399277975206,True
0.3,0.3,1.5,2.0,40,1.1597806510393704,16.98,2.9837386244964943,61.53846153846154,2.664092664092664,52,16.10164710338011,True
0.3,0.3,1.5,2.0,50,1.1597806510393704,16.98,2.9837386244964943,61.53846153846154,2.664092664092664,52,16.10164710338011,True
0.3,0.2,1.5,2.0,50,1.1597806510393704,16.98,2.9837386244964943,61.53846153846154,2.664092664092664,52,16.10164710338011,True
0.3,0.2,1.5,2.0,40,1.1597806510393704,16.98,2.9837386244964943,61.53846153846154,2.664092664092664,52,16.10164710338011,True
0.3,0.3,1.5,1.5,50,1.1513264669220076,16.85,3.113033964891342,61.53846153846154,2.6515444015444016,52,16.046227201376272,True
0.3,0.3,1.5,1.5,40,1.1513264669220076,16.85,3.113033964891342,61.53846153846154,2.6515444015444016,52,16.046227201376272,True
0.3,0.2,1.5,1.5,50,1.1513264669220076,16.85,3.113033964891342,61.53846153846154,2.6515444015444016,52,16.046227201376272,True
0.3,0.2,1.5,1.5,40,1.1513264669220076,16.85,3.113033964891342,61.53846153846154,2.6515444015444016,52,16.046227201376272,True
0.35,0.2,1.5,2.0,30,1.1155398481225367,10.9,2.255304416637816,66.66666666666666,2.768,30,21.421823515793932,True
0.35,0.2,1.5,2.0,40,1.1155398481225367,10.9,2.255304416637816,66.66666666666666,2.768,30,21.421823515793932,True
0.35,0.2,1.5,2.0,50,1.1155398481225367,10.9,2.255304416637816,66.66666666666666,2.768,30,21.421823515793932,True
0.35,0.3,1.5,2.0,40,1.1155398481225367,10.9,2.255304416637816,66.66666666666666,2.768,30,21.421823515793932,True
0.35,0.3,1.5,2.0,30,1.1155398481225367,10.9,2.255304416637816,66.66666666666666,2.768,30,21.421823515793932,True
0.35,0.3,1.5,2.0,50,1.1155398481225367,10.9,2.255304416637816,66.66666666666666,2.768,30,21.421823515793932,True
0.35,0.2,1.5,1.5,30,1.1036253853704099,10.77,2.2582082900014857,66.66666666666666,2.7472,30,21.32766233852094,True
0.35,0.3,1.5,1.5,50,1.1036253853704099,10.77,2.2582082900014857,66.66666666666666,2.7472,30,21.32766233852094,True
0.35,0.3,1.5,1.5,40,1.1036253853704099,10.77,2.2582082900014857,66.66666666666666,2.7472,30,21.32766233852094,True
0.35,0.3,1.5,1.5,30,1.1036253853704099,10.77,2.2582082900014857,66.66666666666666,2.7472,30,21.32766233852094,True
0.35,0.2,1.5,1.5,50,1.1036253853704099,10.77,2.2582082900014857,66.66666666666666,2.7472,30,21.32766233852094,True
0.35,0.2,1.5,1.5,40,1.1036253853704099,10.77,2.2582082900014857,66.66666666666666,2.7472,30,21.32766233852094,True
0.3,0.3,1.0,2.0,50,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.2,1.0,1.5,40,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.2,1.0,1.5,50,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.2,1.0,2.0,30,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.2,1.0,2.0,40,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.3,1.0,2.0,40,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.2,1.0,2.0,50,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.2,1.0,1.5,30,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.3,1.0,2.0,30,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.3,1.0,1.5,50,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.3,1.0,1.5,40,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.3,0.3,1.0,1.5,30,1.0886511745873906,16.009999999999998,3.966399920473185,49.18032786885246,2.4457244129375275,61,15.422537848833207,True
0.35,0.3,1.0,2.0,40,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.2,1.0,1.5,30,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.3,1.0,2.0,50,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.2,1.0,2.0,50,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.2,1.0,2.0,40,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.3,1.0,1.5,50,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.3,1.0,1.5,40,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.3,1.0,1.5,30,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.2,1.0,1.5,40,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.2,1.0,1.5,50,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.2,1.0,2.0,30,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
0.35,0.3,1.0,2.0,30,1.0771467163249848,10.290000000000001,2.491579155934218,58.06451612903226,2.7569386038687975,31,20.514591187293004,True
