imbalance_lookback,imbalance_threshold,adverse_selection_threshold,favorable_fill_threshold,spread_target_ticks,max_hold_bars,atr_multiplier_stop,sharpe_ratio,total_return,max_drawdown,win_rate,profit_factor,num_trades,consistency_score,success
3,0.2,0.6,0.6,4,25,1.0,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.5,0.6,4,20,1.25,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.7,0.6,4,25,1.25,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.7,0.6,4,25,1.0,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.7,0.6,4,20,1.25,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.7,0.6,4,20,1.0,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.7,0.6,4,15,1.25,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.1,0.7,0.6,4,15,1.0,1.2621162457815116,0.32,0.0,100.0,inf,5,95.74499916469247,True
3,0.15,0.6,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.6,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.6,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.6,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.6,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.6,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.6,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.7,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.7,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.6,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.7,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.5,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.5,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.5,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.5,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.6,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.5,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.7,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.7,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.7,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.6,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.5,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.5,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.7,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.5,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.5,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.6,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.5,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.7,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.7,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.7,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.7,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.5,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.7,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.6,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.6,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.6,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.6,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.6,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.6,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.2,0.5,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.6,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.5,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.5,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.5,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.5,0.6,3,15,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.5,0.6,3,15,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,3,20,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,3,25,1.0,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,3,20,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.1,0.5,0.6,3,25,1.25,1.2560690176820768,0.22999999999999998,0.0,100.0,inf,5,97.29151874561283,True
3,0.15,0.7,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.7,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.7,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.6,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.6,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.7,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.7,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.6,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.7,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.7,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.7,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.7,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.7,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.7,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.6,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.7,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.7,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.7,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.7,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.6,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.7,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.5,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.6,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.6,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.6,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.6,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.5,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.5,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.5,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.5,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.5,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.7,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.6,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.5,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.5,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.5,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.5,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.5,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.5,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.6,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.15,0.7,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.2,0.6,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.6,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.6,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.5,0.6,2,15,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.5,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.5,0.6,2,20,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.5,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.5,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.6,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.5,0.6,2,15,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.6,0.6,2,20,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.6,0.6,2,25,1.0,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
3,0.1,0.6,0.6,2,25,1.25,1.1906809195486432,0.12,0.0,100.0,inf,5,97.79508762646535,True
5,0.2,0.5,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.7,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.5,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.7,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.5,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.7,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.5,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.5,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.5,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.7,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.7,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.5,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.7,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.5,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.6,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.6,0.6,3,25,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.5,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.5,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.6,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,3,25,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,3,20,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.5,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.5,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.6,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,3,15,1.25,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.6,0.6,3,20,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.6,0.6,3,15,1.0,1.1291073002730574,0.19,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,4,25,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,4,25,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,4,25,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,4,25,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.5,0.6,4,25,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,4,25,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,4,20,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,4,20,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,4,15,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,4,15,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.7,0.6,4,15,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,4,20,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.15,0.7,0.6,4,20,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.2,0.6,0.6,4,25,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,4,15,1.25,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
5,0.1,0.6,0.6,4,20,1.0,1.1265989623027253,0.25,0.0,100.0,inf,4,92.17840312828508,True
