score_threshold,atr_multiplier_stop,atr_multiplier_target,max_hold_bars,sharpe_ratio,total_return,max_drawdown,win_rate,profit_factor,num_trades,consistency_score
0.6,1.25,1.5,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,1.0,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.5,0.5,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.5,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.75,1.5,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.75,1.25,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.5,1.0,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.75,1.0,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.75,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.5,1.25,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.5,1.5,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.5,1.5,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.5,1.25,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.75,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.5,1.0,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,0.5,0.75,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.75,1.0,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.5,1.25,1.5,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.75,1.25,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.6,1.25,1.0,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.5,1.25,1.0,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.7,0.75,1.5,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
0.5,1.25,1.25,30,-0.44136733421330454,-5.6899999999999995,9.071781572637864,41.935483870967744,0.6490171211160431,31,41.912944974582665
